people	korean	original
110074	진 안소니 레이	Gene Anthony Ray
110075	데비 엘렌	Debbie Allen
110158	빌 빈트	Bill Vint
110177	조지 루이스	George Lewis
110320	빌리 컨스	Billy Kearns
110658	톰 마디로시언	Tom Mardirosian
110989	실비아 토토사	Silvia Tortosa
111280	오츠키 슈지	Shuji Otsuki
111622	진 하트라인	Gene Hartline
112095	클라이브 프란시스	Clive Francis
112124	글로리아 드헤븐	Gloria DeHaven
112140	진숙방	
112202	레오나도 치미노	Leonardo Cimino
112204	카밀라 애쉬랜드	Camila Ashland
112205	다이안 캐리	Diane Cary
112206	스테파니 폴크너	Stephanie Faulkner
112331	테드 화이트	Ted White
112735	헨더슨 포사이스	Henderson Forsythe
112754	파멜라 애들론	Pamela Adlon
113245	패트릭 레이놀즈	Patrick Reynolds
113307	애드리언 즈메드	Adrian Zmed
113432	로저 임호프	Roger Imhof
113435	찰스 C. 윌슨	Charles C. Wilson
113439	체스터 크루트	Chester Clute
114227	김덕경	
114233	윤석태	
114705	에드나 베스트	Edna Best
114945	파스칼 마졸티	Pascal Mazzotti
114946	폴 그리몰트	Paul Grimault
114947	아그네스 비알라	Agnes Viala
115635	이브 크로포드	Eve Crawford
115973	토니 프랭크	Tony Frank
116180	페기 퓨리	Peggy Feury
116281	바바라 스튜어트	Barbara Stuart
116340	알렉스 게리	Alex Gerry
116362	힐다 베이커	Hylda Baker
116366	마조리 필딩	Marjorie Fielding
116367	에디 마틴	Edie Martin
116368	아서 햄블링	Arthur Hambling
116369	시드니 타플러	Sidney Tafler
116370	폴 드멜	Paul Demel
116371	시릴 챔버레인	Cyril Chamberlain
116426	케니 마리노	Kenny Marino
116544	엘리자베스 드파르디외	Elisabeth Depardieu
116573	에릭 훅스	Eric Hooks
116574	이본느 자렐	Yvonne Jarrell
116575	실비아 쿠움바 윌리엄스	Sylvia Kuumba Williams
116886	대니 파리스	Dany Paris
116909	로리 바트램	Laurie Bartram
116910	지닌 테일러	Jeannine Taylor
116911	로비 모건	Robbi Morgan
117016	나카지마 하루오	Haruo Nakajima
117301	에이미 버그	Amy Berg
117584	제프 알트만	Jeff Altman
117703	귄 빅 보이 윌리엄스	Guinn 'Big Boy' Williams
117709	웨이드 보텔러	Wade Boteler
117710	로버트 스트레인지	Robert Strange
117726	백스터 해리스	Baxter Harris
118003	빌 커첸바우어	Bill Kirchenbauer
118149	캐서린 밸포	Katharine Balfour
118156	일레인 스튜어트	Elaine Stewart
118159	프랭크 헤이즈	Frank Hayes
118296	피터 만	Peter Mann
118312	건넬 린드브롬	Gunnel Lindblom
118336	조나단 라시	Jonathan Lacey
118986	찰리 캘라스	Charlie Callas
119452	잉가 스웬슨	Inga Swenson
119533	마크 아놀드	Mark Aronald
120047	돈 레이크	Don Lake
120575	크레이그 리처즈	Craig Richards
121055	알렉 윌슨	Alec Wilson
121056	게리 스킬턴	Gerry Skilton
121057	스티브 랙맨	Steve Rackman
121062	벳티 로빗	Betty Bobbit
121077	매기 블링코	Maggie Blinco
121083	존 코넬	John Cornell
121093	빌 샌디	Bill Sandy
121094	마크 사운더스	Mark Saunders
121546	파멜라 던랩	Pamela Dunlap
121675	마틴 밀러	Martin Miller
121889	토미타 나츠오	Natsuo Tomita
121973	존 카펜터	John Carpenter
121974	도로시 제임스	Dorothy James
122201	앙드레 오맨스키	Andre Oumansky
122256	로리 메인	Laurie Main
122355	김보미	
122356	남도형	
122549	레오르나도 파비오	Leonardo Favio
122640	제시 D. 고인스	Jesse D. Goins
122728	루실 블리스	Lucille Bliss
122980	김효심	
122981	강성재	
123122	도널드 에클스	Donald Eccles
124121	사라 홀콤	Sarah Holcomb
124122	신디 모건	Cindy Morgan
124152	샘 스카버	Sam Scarber
124505	마이크 머스캣	Mike Muscat
124535	카타오카 료	Ryo Kataoka
124612	프레더릭 브룸	Frederick Vroom
125175	D. 데이빗 모린	D. David Morin
125204	이브 자크	Yves Jacques
126208	도미니크 라배넌트	Dominique Lavanant
126489	케시 로저스	Kasey Rogers
126497	에드워드 헌	Edward Hearn
126629	장영진	
127208	마이클 터치	Michael Tucci
127503	조 그레이	Joe Gray
127525	놈 컴프턴	Norm Compton
127832	앙키 린덴	Anki Liden
127833	멜린다 킨나만	Melinda Kinnaman
127834	키키 룬드그렌	Kicki Rundgren
128170	카를로 시미	Carlo Simi
128527	에릭 로버츠	Eric Roberts
128550	올리브 디어링	Olive Deering
128551	줄리아 페이	Julia Faye
128558	랠라 슬롯맨	Lala Sloatman
128560	조나단 메이저	Jonathan Mazer
129267	신시아 오닐	Cynthia O'Neal
129602	치바 이치로	Ichiro Chiba
129751	프랭크 브래너	Frank Brana
130424	앤디 윌리엄스	Andy Williams
130574	빌 르반느	Bill Rebane
130757	스티브 레빗	Steve Levitt
130825	크리스토퍼 듀랑	Christopher Durang
130842	류 갤로	Lew Gallo
130903	시드니 월쉬	Sydney Walsh
131666	프레드 파니스	Fred Parnes
132006	루돌프 앤더스	Rudolph Anders
132585	니산 아크만	Nisan Akman
133166	로이스 게리	Lois Geary
133368	양택림	
134113	버트 워드	Burt Ward
134912	릭키 소렌슨	Rickie Sorensen
135272	김보영	
136540	박현철	
136597	조강	
136876	앤드류 루빈	Andrew Rubin
137206	마코 비안코	Marco Bianco
137220	리처드 미로	Richard Miro
137232	레이몬드 그리피스	Raymond Griffith
137944	프레드 하워드	Fred Howard
138250	로빈 맷슨	Robin Mattson
138362	서정숙	
138567	톰 애드콕스-헤르난데즈	Thom Adcox-Hernandez
138569	레이 켈로그	Ray Kellogg
138643	서양자	
139018	마리아 파콤	Maria Pacome
139109	벤 데이비슨	Ben Davidson
139124	멜라니 마노스	Melanie Manos
139317	짐 스탈	Jim Staahl
139494	앤드류 로어	Andrew Lauer
139831	트레버 피콕	Trevor Peacock
140014	켈리 마틴	Kellie Martin
140018	카일 리처즈	Kyle Richards
140071	브라이언 토치	Brian Tochi
140202	마리오 브레가	Mario Brega
140317	오무라 센키치	Senkichi Omura
140318	오토모 신	Shin Otomo
140427	제이미 도넬리	Jamie Donnelly
140473	모리스 셔바니	Maurice Sherbanee
140514	데이빗 홀랜더	David Hollander
140628	폴 슬로안	Paul Sloane
141576	비앙카 재거	Bianca Jagger
141648	글라우코 오노라토	Glauco Onorato
141758	벤 레시	Ben Lessy
141759	도트 클락	Dort Clark
141785	바비 트루프	Bobby Troup
141838	댈 맥케넌	Dal McKennon
141845	해롤드 J. 스톤	Harold J. Stone
141897	램지 에이미스	Ramsay Ames
141918	노린 코코란	Noreen Corcoran
141947	윌리엄 밈즈	William Mims
141950	로빈 레이몬드	Robin Raymond
142210	베스 플라워스	Bess Flowers
142341	헤다 호퍼	Hedda Hopper
142360	바바라 모리슨	Barbara Morrison
142391	레인 챈들러	Lane Chandler
142394	로버트 하비	Robert Harvey
142397	행크 만	Hank Mann
142401	레오나드 머디	Leonard Mudie
142407	럼스덴 헤어	Lumsden Hare
142408	지노 카라도	Gino Corrado
142673	하인니 콘클린	Heinie Conklin
142786	도로시 뉴만	Dorothy Neumann
142937	리사 다니엘스	Lisa Daniels
142944	밀리 비테일	Milly Vitale
143119	필립 통	Philip Tonge
143473	조셉 V. 페리	Joseph V. Perry
143477	도널드 맥브라이드	Donald MacBride
143535	아즈마 시즈코	Shizuko Azuma
143664	메이디 노먼	Maidie Norman
143782	이만	
144182	크랜시 쿠퍼	Clancy Cooper
144190	에릭 엘든	Eric Alden
144204	프란시스 파이어롯	Francis Pierlot
145144	톰 맥더못	Tom McDermott
146319	시드니 테이플러	Sydney Tafler
146320	존 스튜어트	John Stuart
146495	래리 J. 블레이크	Larry J. Blake
149196	딘즈데일 랜든	Dinsdale Landen
149203	데릭 맥그레스	Derek McGrath
149275	리 펠프스	Lee Phelps
149276	제프리 세이리	Jeffrey Sayre
150010	멜 틸리스	Mel Tillis
150096	샤롯 주커	Charlotte Zucker
150345	메르세데스 삼피에트로	Mercedes Sampietro
151499	멜린다 O. 피	Melinda O. Fee
152565	김동휘	
153664	볼프강 슈타우테	Wolfgang Staudte
153901	미네 산페이	Sanpei Mine
153973	이천록	
154821	수잔 앤튼	Susan Anton
158170	후지 아케미	Akemi Fuji
159590	클리프 클락	Cliff Clark
160014	스티븐 태쉬	Steven Tash
160015	슬라비자 조반	Slavitza Jovan
160017	보라 토도로빅	Bora Todorovic
160018	엘비라 살리	Elvira Sali
160019	수아다 카리식	Suada Karisik
160209	찰스 듀마스	Charles Dumas
160452	사빈 선	Sabine Sun
160539	존 카터	John Carter
161725	톰 타일러	Tom Tyler
161733	스튜어트 J. 줄리	Stewart J. Zully
162014	제임스 호튼	James Houghton
162043	스티브 로랜드	Steve Rowland
162229	월터 C. 밀러	Walter C. Miller
164284	조 베서	Joe Besser
164756	J.C. 뉴겐트	J.C. Nugent
165339	스누브 폴라드	'Snub' Pollard
165357	조셉 맥그레스	Joseph McGrath
165683	라일 탤봇	Lyle Talbot
166087	리차드 브룩스	Richard Brooks
167389	필립 카푸토	Philip Caputo
168485	스콧 마로우	Scott Marlowe
168972	봅 아스클로프	Bob Asklof
169514	도널드 애덤스	Donald Adams
170187	하야시다 미키	Miki Hayashida
171059	브라힘 하쟈드	Brahim Hadjadj
171060	야세프 사디	Yacef Saadi
171120	디에터 레이저	Dieter Laser
171191	이주연	
171721	디 월리스	Dee Wallace
173007	이은영	
173048	필립페 클레이	Philippe Clay
173051	리 딜라노	Lee Delano
173631	해롤드 에이어	Harold Ayer
173656	알렉스 반	Alex Van
173957	소피 디렛주이안	Sophie Diretzouian
173960	카론 진 룩	Caron Jean Luc
173961	소피 멜윅	Sophie Meluick
175916	마크 피로	Mark Pirro
176047	윌리엄 디 어커티스	William De Acutis
176185	토니 소여	Toni Sawyer
176495	론 펨버	Ron Pember
176528	준 채드윅	June Chadwick
177153	조이 미야시마	Joey Miyashima
177242	칙 챈들러	Chick Chandler
177704	램제이 힐	Ramsay Hill
177897	치노  '패츠' 윌리엄스	Chino 'Fats' Williams
177918	필립 모리스	Philip Morris
177926	찰스 설리반	Charles Sullivan
177930	조지 R. 로버트슨	George R. Robertson
178097	해리 필더	Harry Fielder
178778	숀 프렌더게스트	Shaun Prendergast
178843	헤수스 구즈먼	Jesus Guzman
179028	찰스 조던	Charles Jordan
179037	새미 스타인	Sammy Stein
179117	릴리언 로렌스	Lillian Lawrence
179131	제드 프로티	Jed Prouty
179189	에단 레이드로	Ethan Laidlaw
179217	월리스 클락	Wallis Clark
179361	조지 B. 프렌치	George B. French
179750	딕 커티스	Dick Curtis
179758	에디 페더스턴	Eddie Fetherston
179765	프랭크 해그니	Frank Hagney
179766	척 해밀턴	Chuck Hamilton
179775	잭 로우	Jack Low
179832	존 딜슨	John Dilson
179833	해리슨 그린	Harrison Greene
179843	I. 스탠포드 졸리	I. Stanford Jolley
179846	윌프레드 루카스	Wilfred Lucas
179869	레이 베넷	Ray Bennett
179874	린턴 브렌트	Lynton Brent
179886	쉐리 홀	Sherry Hall
179911	월터 밀러	Walter Miller
179929	로이드 잉그래엄	Lloyd Ingraham
179965	찰스 마틴	Charles Martin
179991	마저리 케인	Marjorie Kane
179992	리처드 키플링	Richard Kipling
179996	월터 맥그레일	Walter McGrail
180043	벤 홀	Ben Hall
180058	안젤라 그린	Angela Greene
180203	러스 클락	Russ Clark
180220	케네스 오브라이언	Kenneth O'Brien
180649	폴 웩슬러	Paul Wexler
180663	사라 드라이버	Sara Driver
180666	프레드릭 폰 리드버	Friedrich von Ledebur
180670	위버 레비	Weaver Levy
181281	로버트 호먼스	Robert Homans
181284	루이스 메이슨	Louis Mason
181306	터도 오웬	Tudor Owen
181675	크지슈토프 글로비쉬	Krzysztof Globisz
182131	클라이브 모건	Clive Morgan
182132	길 퍼킨스	Gil Perkins
182136	해리 윌슨	Harry Wilson
182156	커트 채치	Kurt Katch
182965	짐 파리	Jim Farley
183491	리 호슬리	Lee Horsley
183643	조지 벅 플라워	George 'Buck' Flower
184708	캐롤 앤 수시	Carol Ann Susi
184920	셜리 밀스	Shirley Mills
185017	조나단 판	Jonathan Fahn
185927	데이빗 그리핀	David Griffin
185933	존 스콧 마틴	John Scott Martin
185972	콜린 테이플리	Colin Tapley
186381	줄리안 홀로웨이	Julian Holloway
186462	캐리 에이델	Carey Eidel
186502	조지 맬파스	George Malpas
186714	엘 브렌델	El Brendel
186915	데이빗 맥마혼	David McMahon
187013	윌리엄 룰	William Ruhl
187015	프랭크 모란	Frank Moran
187078	제임스 C. 모턴	James C. Morton
187133	프랭크 포시스	Frank Forsyth
187136	머레이 캐쉬	Murray Kash
187148	마리 네이	Marie Ney
187214	드웨인 맥린	Dwayne McLean
187330	제라드 티치	Gerard Tichy
187331	루이스 바르부	Luis Barboo
187347	로이드 넬슨	Lloyd Nelson
187417	안소니 에이슬리	Anthony Eisley
187591	이치만지 타주에	Tazue Ichimanji
187598	마노 츠루코	Tsuruko Mano
187603	나카노 토시코	Toshiko Nakano
187605	사카키다 케이지	Keiji Sakakida
187608	스나가와 시게미	Shigemi Sunagawa
187609	스즈카와 지로	Jiro Suzukawa
187610	타치바나 마사아키	Masaaki Tachibana
187613	츠보노 카마유키	Kamayuki Tsubono
187616	야마다 아키라	Akira Yamada
187621	츠츠미 야스히사	Yasuhisa Tsutsumi
187644	프랑코 레셀	Franco Ressel
187645	실바노 트란퀼리	Silvano Tranquilli
187664	레지날드 셰필드	Reginald Sheffield
187667	솔 고스	Sol Gorss
187709	호세 마르코	Jose Marco
188015	안드레아스 말란드리노스	Andreas Malandrinos
188020	데이빗 데이비스	David Davies
188173	머독 맥쿼리	Murdock MacQuarrie
188178	메리 고든	Mary Gordon
188183	렉스 리스	Rex Lease
188184	미라 맥키니	Mira McKinney
188196	이반 트리에졸트	Ivan Triesault
188205	윌리엄 파넘	William Farnum
188313	디아닉 주라코스카	Dyanik Zurakowska
188319	안토니오 오렌고	Antonio Orengo
188471	패트릭 화이트	Patrick Whyte
188585	존 패리시	John Parrish
188842	캐롤 로렌스	Carol Lawrence
188934	마이클 보스턴	Michael Boston
189326	르로이 메이슨	LeRoy Mason
189584	벤 젤러	Ben Zeller
190383	벤 프롬머	Ben Frommer
190565	켄 보일	Ken Boyle
190685	손붕	
190692	장한	
190789	프랭크 셀리어	Frank Cellier
190826	코니 리언	Connie Leon
190897	클라라 브랜딕	Clara Blandick
190977	패트릭 홀트	Patrick Holt
191018	루 멀포드	Lou Mulford
191041	리카르도 팔라시오스	Ricardo Palacios
191061	켄트 버틀러	Kent Butler
191063	짐 브루스	Jim Bruce
191109	지나 토머시너	Jeana Tomasina
191139	헤이디 런드	Heidi Lund
191343	제임슨 클락	Jameson Clark
191390	엘렌 홀	Ellen Hall
191535	잭 모워	Jack Mower
191844	쿠사마 아키오	Akio Kusama
191850	이하라 토쿠	Toku Ihara
191852	아키츠 히로시	Hiroshi Akitsu
191853	아마미 류타로	Ryutaro Amami
191855	시부야 히데오	Hideo Shibuya
191897	스튜어트 웨이드	Stuart Wade
191925	조지 사와야	George Sawaya
191928	테디 에어하트	Teddy Airhart
191984	마틴 캐시디	Martin Cassidy
191985	브라이언 데이비스	Brian Davies
192110	조지 오하라	George O'Hara
192117	소진	Sojin
192249	제이슨 윙그린	Jason Wingreen
192250	린 맥카시	Lin McCarthy
192281	루이스 찰스	Lewis Charles
192285	폴 루카더	Paul Lukather
192290	시드니 크루트	Sidney Clute
192311	로이스 드 밴지	Lois De Banzie
192333	루스 로빈슨	Ruth Robinson
192344	폴 팬저	Paul Panzer
192346	제임스 피어스	James Pierce
192479	버지니아 피터스	Virginia Peters
192730	엘리사 굿맨	Elisa Goodman
192790	프레드 샌틀리	Fred Santley
193030	패트릭 팬허스트	Patrick Pankhurst
193129	카토 시게오	Shigeo Kato
193677	대니 케임코너	Danny Kamekona
193999	록큰 타킹턴	Rockne Tarkington
194306	찰스 브라운	Charles Brown
194448	딕	Dick Durock
194455	릭 드레신	Ric Drasin
194522	호세 카나레야스	Jose Canalejas
194613	모리스 힐	Maurice Hill
194628	버나드 케이	Bernard Kay
194659	할 갤리리	Hal Galili
195212	링컨 드미언	Lincoln Demyan
195436	버사 만	Bertha Mann
195439	루이스 나데오	Louis Natheaux
195460	노먼 에인슬리	Norman Ainsley
195463	블래키 화이트포드	Blackie Whiteford
195469	윌리엄 포리	William Pawley
195503	에디 던	Eddie Dunn
195521	엘버트 스미스	Elbert Smith
195522	조지 카라스	George Karas
195523	제스퍼 디터	Jasper Deeter
195698	메러디스 에드워즈	Meredith Edwards
195699	로버트 아데어	Robert Adair
195705	아서 뮬라드	Arthur Mullard
195905	고룡	
196303	다이안 케이	Dianne Kay
196329	신시아 베인	Cynthia Bain
196426	론 클락	Ron Clark
196443	프레더릭 파이퍼	Frederick Piper
196491	이영수	
196494	마이클 오드레슨	Michael Audreson
196559	탠니스 밸리	Tannis Vallely
196560	찰스 레빈	Charles Levin
196631	스티븐 몬드	Steven Mond
196642	찰스 토머스 머피	Charles Thomas Murphy
196658	제임스 A. 왓슨 주니어	James A. Watson Jr.
197127	행크 로빈슨	Hank Robinson
197167	에바 에브너	Eva Ebner
197213	그웬 반 댐	Gwen Van Dam
197250	파멜라 코시	Pamela Kosh
197262	린지 필스	Lindsey Fields
197361	켄 파머	Ken Farmer
197577	토니 베커	Tony Becker
197581	마이클 B. 크리스티	Michael B. Christy
197586	조지 오핸론 주니어	George O'Hanlon Jr.
197608	바핸 무세키언	Vahan Moosekian
197633	샌디 워드	Sandy Ward
197664	제임스 에즈콤브	James Edgcomb
197910	마크 존스	Mark Jones
197930	시드 굴드	Sid Gould
197933	짐 나보스	Jim Nabors
197958	패티 도킨	Patty Dworkin
197962	로이드 앨런	Lloyd Alan
198048	레이몬드 마	Raymond Ma
198165	베스 아모스	Beth Amos
198255	보비 브리시	Bobbie Bresee
198260	클레이턴 데이	Clayton Day
198486	빌리 프레스턴	Billy Preston
198534	허브 볼랜드	Herb Voland
198591	로드 하세	Rod Haase
198636	우다 하츠오	Hatsuo Uda
198720	조지 P. 윌버	George P. Wilbur
198728	크레이그 추디	Craig Chudy
198743	벅 홀랜드	Buck Holland
198780	스티븐 허쉬	Steven Hirsch
198853	베라 루이스	Vera Lewis
198879	자크 반 두렌	Jacques Van Dooren
198934	그리피스 존스	Griffith Jones
199068	찰스 램	Charles Lamb
199382	노먼 알렉산더 깁스	Norman Alexander Gibbs
199383	하워드 만	Howard Mann
199426	조지 페너먼	George Fenneman
199428	잭 쉘던	Jack Sheldon
